Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-06-01,0.6688857078552246,0.6721689071402213,0.6032167120085146,0.613536311732735,903840000
2000-06-02,0.6946845054626465,0.748626821213761,0.667947847591151,0.7035970086615643,792848000
2000-06-05,0.685302734375,0.7148535833103544,0.6731070345888891,0.7003126838229532,323668800
2000-06-06,0.6970294117927551,0.7261112098284147,0.6777981636252808,0.690228438091725,525481600
2000-06-07,0.7247041463851929,0.7279873959645085,0.6876479463058097,0.7026586976442399,337019200
2000-06-08,0.7115704417228699,0.7392451451152798,0.698905690055174,0.7326786951788792,238526400
2000-06-09,0.7186070084571838,0.7350240138421843,0.7082874043764023,0.72611151007799,252358400
2000-06-12,0.6843646168708801,0.7237660120956796,0.6820194675029978,0.7232969621815172,290337600
2000-06-13,0.7092252969741821,0.7106323969781325,0.6618494898730458,0.6843647933864961,351456000
2000-06-14,0.6787363290786743,0.7223590303459017,0.6763911292265832,0.7106323296648234,277446400
2000-06-15,0.6932771801948547,0.7007817290051673,0.6679476307727705,0.6848337298463227,248572800
2000-06-16,0.6843646168708801,0.7035967154823013,0.6684166191805689,0.7017197142022137,303564800
2000-06-19,0.7251734137535095,0.7345549670600564,0.6740452984678692,0.6796745511013061,394004800
2000-06-20,0.7598843574523926,0.7800537094579342,0.7383071038130786,0.739245153786002,501390400
2000-06-21,0.8349348902702332,0.8546351915706075,0.7551939817788996,0.7580082318052047,490000000
2000-06-22,0.806790292263031,0.8649548000416515,0.8039760923154672,0.8368110470143275,467712000
2000-06-23,0.7758322954177856,0.8199240474136811,0.7626984946462241,0.8072592966406826,204965600
2000-06-26,0.8124196529388428,0.8218012058161488,0.782399795984396,0.7880281966350551,185354400
2000-06-27,0.7767703533172607,0.8330578030370507,0.7748942035261611,0.8072592528906626,203470400
2000-06-28,0.8171097636222839,0.8311816128428416,0.7730180161592405,0.8002237149026084,286428800
2000-06-29,0.7692657709121704,0.8096052191878547,0.7664507196732587,0.7964714196973455,203660800
2000-06-30,0.7861519455909729,0.8246153004166832,0.7758323439621385,0.7927184455758329,323097600
2000-07-03,0.8002238273620605,0.8152337284912511,0.7823996762367829,0.7823996762367829,70828800
2000-07-05,0.7748942971229553,0.8283675536656805,0.7617604954768036,0.7992857503975456,265216000
2000-07-06,0.7777086496353149,0.7945955562526563,0.744874589993295,0.7880282533296793,309545600
2000-07-07,0.8171097636222839,0.8227390143454881,0.7823995662822476,0.7894350650300422,263603200
2000-07-10,0.8574491739273071,0.8743360726416124,0.8067900810312266,0.8119503313768051,397796000
2000-07-11,0.8546350002288818,0.8893459966718923,0.8321196523194767,0.855572999858517,357896000
2000-07-12,0.883716881275177,0.8846548809948384,0.846191581732915,0.8724591811892646,225433600
2000-07-13,0.8480685949325562,0.9099844933188995,0.8218009951128596,0.8780884942916211,445659200
2000-07-14,0.8658928275108337,0.8855931295988011,0.8536971256577356,0.8574494257751702,190276800
2000-07-17,0.8752742409706116,0.882778739385842,0.8574492410562414,0.874336141092607,260002400
2000-07-18,0.859325647354126,0.8837171547154474,0.8536972464828559,0.8780887538441774,318404800
2000-07-19,0.7908424139022827,0.8527591311135257,0.7767705602489607,0.8283676742872098,457872800
2000-07-20,0.8274295926094055,0.8565113990021884,0.8124196393328201,0.8255534423901123,465572800
2000-07-21,0.8039761781692505,0.8349349861752248,0.7945954772746545,0.815937405999537,196235200
2000-07-24,0.7308024168014526,0.7936563625469228,0.7129774164950183,0.7889660133581381,412171200
2000-07-25,0.7514408826828003,0.7598843342104178,0.7364309312411296,0.7551939842863049,211607200
2000-07-26,0.7514408826828003,0.7692658857837437,0.7392451311753019,0.7481576327257736,210470400
2000-07-27,0.7805226445198059,0.7992856965793635,0.7486266434234881,0.7505027933148749,294985600
2000-07-28,0.7251734137535095,0.7880282326902762,0.7035970085130693,0.7847449821266763,237893600
2000-07-31,0.7626985311508179,0.774894282610445,0.731740628546238,0.7378380283120268,155299200
2000-08-01,0.740183413028717,0.7678581226968703,0.7392453127525874,0.7551941697810318,137284000
2000-08-02,0.7092252969741821,0.7495647523304443,0.7082872470053745,0.7354929005658185,162355200
2000-08-03,0.7204828262329102,0.7214209261436979,0.6641953786430387,0.6838956270739883,339897600
2000-08-04,0.7111014127731323,0.7692658688966605,0.6951534117373235,0.7425292165572742,263121600
2000-08-07,0.7195447683334351,0.7364308170451029,0.7082871186173337,0.7186067185346635,187348000
2000-08-08,0.7017198801040649,0.7204829332373178,0.6951534302606639,0.7195448832886825,176674400
2000-08-09,0.7129774689674377,0.7270493692943968,0.7092252194011399,0.7223590197604203,379640800
2000-08-10,0.7139157056808472,0.7270495085558187,0.7111015054417147,0.7204830079301883,251714400
2000-08-11,0.7157926559448242,0.7204830063670296,0.6838957980606268,0.7031279031710128,238056000
2000-08-14,0.7064111232757568,0.7157926253427923,0.6951534710997532,0.7143847236627615,156660000
2000-08-15,0.7007818222045898,0.7195448751249633,0.697967622289136,0.7092252736760459,114200800
2000-08-16,0.7279874086380005,0.735492809488612,0.702658709876786,0.703596809830905,143673600
2000-08-17,0.7720800638198853,0.787090014835838,0.7251732592116976,0.7261113091293242,270900000
2000-08-18,0.7505028247833252,0.777708477342641,0.7486266748132717,0.7711420275996679,190176000
2000-08-21,0.7580081224441528,0.7739561214762192,0.7448743229308986,0.754254971293116,134467200
2000-08-22,0.7758322954177856,0.7927183959749053,0.7561320451737084,0.7598842948577925,276802400
2000-08-23,0.8152337074279785,0.8218010588051293,0.7664508035471191,0.7725491049201283,236863200
2000-08-24,0.842204749584198,0.849944624530808,0.8011617284524755,0.8206275009168184,310766400
2000-08-25,0.8527591228485107,0.8630787259214864,0.8461918203209798,0.8480688223189309,334460000
2000-08-28,0.8715211749076843,0.8855930760704226,0.8565112739245009,0.8593254737917375,359004800
2000-08-29,0.8884084820747375,0.8921606830476775,0.8658930717714303,0.8687072726026276,267030400
2000-08-30,0.8930984735488892,0.9006038749207619,0.8811372473899022,0.8855930721770164,285392800
2000-08-31,0.9146758913993835,0.923118492028931,0.8846550837486518,0.8851241338174537,419596800
2000-09-01,0.9522013068199158,0.9550155076429678,0.9174902915266623,0.9203044923497145,256872000
2000-09-05,0.9371899962425232,0.9625195937179826,0.9343757969288894,0.9404741473019622,298642400
2000-09-06,0.8771503567695618,0.9362520530195668,0.8668307569057062,0.9212420538817523,355404000
2000-09-07,0.9306237101554871,0.9390671107375917,0.8743362099954106,0.8874700101342333,217464800
2000-09-08,0.883716881275177,0.9249943801019639,0.87808848214545,0.9249943801019639,195518400
2000-09-11,0.8771503567695618,0.9062321549468747,0.8724591558721074,0.8809026561481416,187381600
2000-09-12,0.8668306469917297,0.9015417415605154,0.8555729486599692,0.8607331988507942,187997600
2000-09-13,0.870583176612854,0.8930984790403627,0.8518209757061593,0.8518209757061593,305984000
2000-09-14,0.8534625172615051,0.8949744914445926,0.8527588922099972,0.879026491968255,426552000
2000-09-15,0.8290712237358093,0.8733983103869696,0.8142957953933317,0.8668310079993532,394514400
2000-09-18,0.9104536175727844,0.9118606673880139,0.826491411921753,0.8293056117551613,424536000
2000-09-19,0.899665892124176,0.9081084927888043,0.8790266869815003,0.8968508902789276,271510400
2000-09-20,0.9163171648979187,0.9221800380006329,0.8790263459986807,0.8916910938080321,227388000
2000-09-21,0.8508829474449158,0.8949746543699989,0.8293056931211374,0.8780886520892116,510490400
2000-09-22,0.7833377718925476,0.787090072038708,0.7505028659963634,0.7551940177519838,726700800
2000-09-25,0.8030378818511963,0.8330577287753816,0.7814614347056176,0.7917801824846099,435551200
2000-09-26,0.7720800638198853,0.8218010682824278,0.7711420139022586,0.8002238159150624,290936800
2000-09-27,0.7345548272132874,0.7917803325203667,0.7242352257538827,0.7767704312647565,402259200
2000-09-28,0.8030378818511963,0.8077290324835632,0.7223589388935061,0.7401830867913786,979585600
2000-09-29,0.38650864362716675,0.4352915997650282,0.3808802437346685,0.42309584820519364,7421640800
2000-10-02,0.3639940917491913,0.4015193635393731,0.35273644257515724,0.4005812887350365,2424788800
2000-10-03,0.3349123001098633,0.37525177189929393,0.333035323797358,0.37431369708014484,2038120000
2000-10-04,0.35461264848709106,0.3564887734754452,0.3283450448954547,0.3358504466754716,1466024000
2000-10-05,0.3311592638492584,0.36774647132199756,0.33022118877604384,0.3527365436790945,873006400
2000-10-06,0.3330352306365967,0.34429287683926335,0.3152110875874821,0.34054060366303307,612656800
2000-10-09,0.32646888494491577,0.3433549349090824,0.3170873341304943,0.33960268533420984,597564800
2000-10-10,0.31333500146865845,0.3367883712708637,0.3077057267725591,0.32459264903459245,691101600
2000-10-11,0.29457199573516846,0.3152111962429509,0.2870674718465734,0.30207739639949466,1198422400
2000-10-12,0.30020129680633545,0.3123970227900456,0.2926958955140707,0.30489162149778093,1191064000
2000-10-13,0.3311592638492584,0.332097338922473,0.30020133349023775,0.3039535836816154,1247752800
2000-10-16,0.322716623544693,0.3489842253997648,0.32083962190456694,0.334912349514699,820176000
2000-10-17,0.3020774722099304,0.32928315360457755,0.2955109965027542,0.32553087819322807,601720000
2000-10-18,0.3020774722099304,0.31614935046501536,0.28143826652245957,0.291757869366195,834265600
2000-10-19,0.28425332903862,0.2973871326631049,0.2748718009640251,0.28753657953880213,1506724800
2000-10-20,0.2926959693431854,0.3058297735983272,0.2842533426878507,0.2861294930782556,791263200
2000-10-23,0.305829793214798,0.30864484565550626,0.29175791286185815,0.30418816778058283,551292000
2000-10-24,0.2833152115345001,0.31333508719120606,0.28237713660752334,0.31052086241027577,804451200
