Price,Close,High,Low,Open,Volume
Ticker,PFE,PFE,PFE,PFE,PFE
Date,,,,,
2000-06-01,16.81321907043457,17.233550072979114,16.766515959538307,17.07008843372265,10491305
2000-06-02,16.276134490966797,17.16349829276099,16.159375937863413,17.16349829276099,10964130
2000-06-05,15.972559928894043,16.416241773581298,15.785745967148122,16.36953865870462,10231600
2000-06-06,16.229429244995117,16.369540104237025,15.855802790748942,16.065967577372458,9990655
2000-06-07,16.252777099609375,16.509644934808573,16.159370887216745,16.22942479539175,5864245
2000-06-08,16.533004760742188,16.603060203027958,16.27613680868052,16.34619074872667,6758986
2000-06-09,17.18685531616211,17.18685531616211,16.486303805481196,16.579710072676058,6991814
2000-06-12,16.57970428466797,17.09344157937262,16.57970428466797,16.83657368313994,5991990
2000-06-13,17.128469467163086,17.32695884435837,16.836573854430952,16.953332399971664,11890806
2000-06-14,17.408687591552734,17.537121525597463,17.140144320978973,17.16349512594758,11655027
2000-06-15,17.56047821044922,17.56047821044922,17.233554841477098,17.326961089114988,8795419
2000-06-16,17.910747528076172,17.98080294003097,17.350307236915715,17.350307236915715,15176651
2000-06-19,17.46706771850586,17.86404642786469,17.46706771850586,17.86404642786469,8754102
2000-06-20,17.280254364013672,17.5137714366819,16.90662794908802,17.420365208510283,11612761
2000-06-21,17.51376724243164,17.630525750804072,17.326953328587987,17.56047034533285,17290132
2000-06-22,17.09343719482422,17.49041734558801,16.62640463944822,17.49041734558801,17932440
2000-06-23,17.140153884887695,17.373669576067122,16.9066366914683,17.18685702312358,15039842
2000-06-26,17.280254364013672,17.32695747809948,17.000034177259636,17.186848135842055,16788217
2000-06-27,17.56047821044922,17.601343631570735,17.163499404628926,17.373664212933935,12328111
2000-06-28,17.367822647094727,17.537121996620797,17.28025412163222,17.420364964163564,13451675
2000-06-29,17.274417877197266,17.443717241002435,17.046738490000408,17.443717241002435,17503040
2000-06-30,17.93408966064453,17.974955044066277,17.093428198485586,17.093428198485586,17022416
2000-07-03,17.817344665527344,17.86404778153694,17.583827583240122,17.86404778153694,6093069
2000-07-05,17.72394371032715,17.934110066113675,17.560481990653066,17.934110066113675,11874680
2000-07-06,17.39701271057129,17.79399142932897,17.256901867603087,17.79399142932897,10384324
2000-07-07,17.116806030273438,17.560488212627067,17.116806030273438,17.443729585456076,13408461
2000-07-10,17.864044189453125,17.910747296071705,17.163493083457563,17.373657814360655,11325757
2000-07-11,18.30772590637207,18.30772590637207,17.700582517488098,17.79398873047365,14393635
2000-07-12,17.92243194580078,18.401141664591222,17.92243194580078,18.401141664591222,10451253
2000-07-13,17.233552932739258,17.88739959826536,17.116794385003978,17.88739959826536,15206163
2000-07-14,16.836576461791992,17.186852152658847,16.533003895926146,17.000038150415282,12582968
2000-07-17,17.227706909179688,17.6772262745973,16.719807546974092,16.85991683523576,11242596
2000-07-18,16.76651382446289,17.560471115312804,16.509644493884977,17.420361800465763,14242175
2000-07-19,17.350309371948242,17.37366017731395,16.34618568300483,16.78986901182311,12085269
2000-07-20,16.81321907043457,17.397011712235578,16.556351209385575,17.373659405667905,14944561
2000-07-21,17.140153884887695,17.28026329959535,16.673119498048905,16.813228912756564,9434776
2000-07-24,17.770633697509766,18.004150676616806,16.97667656944126,16.97667656944126,15613113
2000-07-25,16.43958854675293,16.813214842201567,16.065960749065585,16.252774647909256,32434004
2000-07-26,16.252777099609375,16.81321737844302,15.97255696019255,16.696458861832767,26935075
2000-07-27,16.667268753051758,16.76651265637443,16.065961624228496,16.089313926195544,12103609
2000-07-28,16.392885208129883,16.626402202713514,16.25277441048423,16.48629140506786,8300250
2000-07-31,16.206071853637695,16.46293965492125,16.019257951279553,16.322830354831694,9987072
2000-08-01,17.09343719482422,17.163492603914236,16.20607368714703,16.299479897774447,14374979
2000-08-02,17.233552932739258,17.373662288677995,16.97668502906524,17.000035837268697,12891685
2000-08-03,16.719818115234375,17.44372031774686,16.719818115234375,17.420369506062972,8534554
2000-08-04,17.000032424926758,17.18684636425273,16.486295218459606,17.000032424926758,8531181
2000-08-07,16.784027099609375,17.186843413498515,16.55634779098029,17.186843413498515,7903208
2000-08-08,16.784027099609375,17.140140312245087,16.532995489234185,16.789864799486207,9352037
2000-08-09,15.972559928894043,17.023385271456526,15.692339737394766,16.71981427363852,16535679
2000-08-10,15.692337989807129,16.29948142006743,15.69233798980713,16.06596436945061,13892563
2000-08-11,16.01926612854004,16.159377002389903,15.879156756929676,16.01926612854004,8070162
2000-08-14,15.960882186889648,16.182722325606086,15.960882186889648,16.1126684146761,7688403
2000-08-15,15.692337989807129,16.18272289475902,15.69233798980713,16.06596436945061,8213295
2000-08-16,16.264284133911133,16.381293437268724,16.006864569803803,16.077070452911478,8243334
2000-08-17,16.47489356994629,16.708912059995388,16.147268286063493,16.45149111875544,12051647
2000-08-18,16.006860733032227,16.35788855896522,15.843048048689878,16.28768269268557,11487441
2000-08-21,16.381288528442383,16.381288528442383,15.726037830365174,16.077065635248744,6738327
2000-08-22,15.913250923156738,16.33448303070928,15.843045070076327,16.33448303070928,9551559
2000-08-23,16.112163543701172,16.240873247063423,15.866443103054547,15.866443103054547,6931631
2000-08-24,16.135570526123047,16.264280277659704,16.100467592892095,16.240879325815904,6424762
2000-08-25,16.404695510864258,16.451498930003588,16.123873490562712,16.311088672585598,5965745
2000-08-28,16.041954040527344,16.45148550565228,16.0068511284503,16.45148550565228,7801813
2000-08-29,15.936653137207031,16.217475066383823,15.726037066690711,15.772840470642661,10246672
2000-08-30,15.726035118103027,16.030257958827487,15.632428321797791,15.913250216178392,9896111
2000-08-31,16.15312385559082,16.264281395418653,15.936656003367455,16.00686187465424,11687384
2000-09-01,16.15896987915039,16.428091311910237,16.053661099688288,16.381286406283774,7893617
2000-09-05,15.281404495239258,16.006861116256644,15.140992759318328,15.93665524829618,20398694
2000-09-06,14.930375099182129,15.211197036184679,14.743159972692053,15.187794580823997,20218039
2000-09-07,15.094175338745117,15.187782072163065,14.930362802531768,14.930362802531768,13816043
2000-09-08,15.164392471313477,15.211195872990677,14.930373957462466,15.070784162494068,11340724
2000-09-11,15.351613998413086,15.351613998413086,14.8601757690562,14.97718508635057,10975302
2000-09-12,15.070788383483887,15.37501283778965,14.977181553912313,15.070788383483887,10886028
2000-09-13,15.37501049041748,15.56222562644308,15.25800121858463,15.44521635461023,10191231
2000-09-14,15.49201774597168,15.515418694013507,15.28140168627021,15.515418694013507,9318309
2000-09-15,15.445215225219727,15.609027892714309,15.351606911319186,15.351606911319186,13858624
2000-09-18,15.702628135681152,15.726030580737701,15.375002937676252,15.421806322324887,7588168
2000-09-19,15.357460021972656,15.772843511234603,15.281405416805073,15.702637639040278,8958895
2000-09-20,15.322352409362793,15.351603589754228,15.070781719743092,15.328202645441081,6889366
2000-09-21,15.913250923156738,16.404688883789692,15.234596350666047,15.304802203746458,13702949
2000-09-22,16.591901779174805,16.63870517316982,15.960052196580195,16.287677460010062,18972000
2000-09-25,16.521697998046875,16.568501397884905,16.287679493391767,16.498295545395383,9379335
2000-09-26,16.28767967224121,16.521698179465997,16.194072871537283,16.24087627188925,10254998
2000-09-27,16.194076538085938,16.240879949034802,15.74944037040848,16.170674079878854,9594562
2000-09-28,16.357892990112305,16.802527754553953,16.147276839685347,16.147276839685347,15130381
2000-09-29,16.820072174072266,16.9897350635961,16.147269347327974,16.66210975818043,16034397
2000-10-02,16.56850814819336,16.708919910378683,16.287686129288275,16.615311567099948,10233391
2000-10-03,16.56850814819336,16.779124286005782,16.31108859147435,16.357892010380937,8874575
2000-10-04,16.006860733032227,16.59190710958722,15.81964559144158,16.240879283654223,13427011
2000-10-05,16.755720138549805,16.849326958537745,16.077066929974038,16.100467882238384,11333346
2000-10-06,16.70891761779785,16.825926901742605,16.14727365704918,16.70891761779785,8707937
2000-10-09,16.147281646728516,16.70892588537891,16.147281646728516,16.498308166785435,6133226
2000-10-10,16.662111282348633,16.84932489944585,16.217475178080004,16.287681037224008,12447845
2000-10-11,16.521697998046875,16.942931607519057,16.38128629306783,16.91952915486757,14571550
2000-10-12,16.70891761779785,16.98973959817219,16.030262867639067,16.19407706953401,16249834
2000-10-13,15.960063934326172,16.5685115146705,15.77284871519489,16.42810122942144,13450094
2000-10-16,16.357892990112305,16.381293948234383,16.030266027212345,16.077070954387807,9563680
2000-10-17,16.82592010498047,16.872723498559257,16.053658841803827,16.147267134426155,13860416
2000-10-18,16.381288528442383,16.8025221953957,16.100466585628556,16.428093440132315,12862700
2000-10-19,16.100465774536133,16.194074087735146,15.351606796269447,15.351606796269447,11574501
2000-10-20,16.240873336791992,16.264274280006404,15.913248088072654,15.960051479966175,8316798
2000-10-23,16.989736557006836,17.130146769327876,16.264278524220316,16.428092696792497,15709448
2000-10-24,16.100465774536133,16.638708682668934,15.6324302304014,15.726037038135331,24271090
2000-10-25,16.82592010498047,16.942929341659816,16.194070528004943,16.33448070874131,14721323
2000-10-26,16.989736557006836,17.223755083006992,16.59190536389959,16.59190536389959,16951693
2000-10-27,16.521697998046875,17.083341807033154,16.38128629306783,17.01313746000858,14676318
2000-10-30,16.428085327148438,16.75571051438986,16.240870289240018,16.70890713127886,12173278
2000-10-31,16.170663833618164,16.638700657473983,16.123860452325452,16.474888070217318,12615221
2000-11-01,16.28767967224121,16.474894779114035,16.17067041862882,16.38128647294514,16938518
2000-11-02,16.170663833618164,16.428084688924606,15.97759856850442,16.38127980216754,12809684
2000-11-03,16.334484100341797,16.357886554722718,15.960055368502458,16.264278242664087,9803781
2000-11-06,16.662111282348633,16.942933213459554,16.240877632949704,16.287681037224008,13955065
2000-11-07,16.779117584228516,16.966332690544505,16.568501530538626,16.802520037067374,11120649
2000-11-08,16.989736557006836,17.270558487114005,16.61530631322055,16.662111222792653,15161263
2000-11-09,16.70891761779785,16.94293618568736,16.311086353478764,16.755721030282682,12287216
2000-11-10,16.521697998046875,17.106744259684643,16.521697998046875,16.825922355191505,12061238
2000-11-13,15.79624080657959,16.311081191924966,15.351604765012993,16.19407194500716,15452905
2000-11-14,16.03026008605957,16.381287876983297,15.492018677681934,15.632430396237464,15588238
2000-11-15,16.1578369140625,16.228190677592597,15.806069605048696,16.13438515667357,12206585
2000-11-16,16.25164222717285,16.392349765495684,15.970228659164,16.087484438220756,9693954
2000-11-17,16.13438606262207,16.791018711378538,16.110935812553095,16.368897615132468,13908162
2000-11-20,16.13438606262207,16.43925138261294,16.01713028636687,16.228191588808293,9026456
2000-11-21,16.32198715209961,16.462694614178673,15.899866274498413,15.899866274498413,6955346
2000-11-22,16.13438606262207,16.43925138261294,15.7591684837875,15.806070492562224,9928258
2000-11-24,15.876424789428711,16.204740370435964,15.782619260114618,16.18129011958506,6450164
2000-11-27,16.83791732788086,16.95517308051298,15.923323060804915,16.040578813437033,14560167
2000-11-28,16.88482093811035,17.142784221966707,16.462701395271395,16.673761166690873,11351053
2000-11-29,17.119325637817383,17.330385325057087,16.861363965483967,16.931716188806526,15755192
