Price,Close,High,Low,Open,Volume
Ticker,UNH,UNH,UNH,UNH,UNH
Date,,,,,
2000-06-01,7.4202165603637695,7.523953885457797,7.237152007065321,7.26766351083997,9206400
2000-06-02,7.310381889343262,7.450732203062374,7.279871858403267,7.3958120616728165,7372800
2000-06-05,7.31648588180542,7.44463041454066,7.292077257495451,7.310382980835828,5560800
2000-06-06,7.163928031921387,7.383605552491378,7.078497885033057,7.298175405603049,8763200
2000-06-07,7.188337326049805,7.292074687701273,7.139520094633507,7.163928710341656,7371200
2000-06-08,7.224951267242432,7.334790053399834,7.206645547774807,7.218849857347851,6693600
2000-06-09,7.511754989624023,7.59108227493623,7.237157217101584,7.237157217101584,4442400
2000-06-12,7.801604747772217,7.847370907809989,7.4202200807907825,7.511753145758254,11328000
2000-06-13,7.88398551940918,8.103663134501076,7.8107596477118815,7.8107596477118815,18617600
2000-06-14,8.006026268005371,8.134172250418665,7.835165951310135,7.883983184651631,8972000
2000-06-15,8.006026268005371,8.115865043023737,8.006026268005371,8.012129167064925,10037600
2000-06-16,7.88398551940918,8.042641574753327,7.835168271610981,7.993824326955129,9452000
2000-06-19,7.810760021209717,7.99382470920682,7.804658609835269,7.963314672766092,8903200
2000-06-20,7.829069137573242,7.993826651918964,7.8168648220741295,7.835170550430496,5228800
2000-06-21,7.914496898651123,7.9572112447970715,7.7497379454695405,7.798555192370136,3891200
2000-06-22,7.847368240356445,8.091454344255558,7.804653917065775,7.890084053430464,8808800
2000-06-23,7.79855489730835,7.896189387415496,7.755840552778517,7.859576453625316,5790400
2000-06-26,7.786350250244141,7.957210600562977,7.78635025024414,7.81075887171826,8347200
2000-06-27,7.829069137573242,7.877886399569694,7.737536026437592,7.859579181428721,8472000
2000-06-28,8.056370735168457,8.134173962070248,7.603285692876271,7.847371910946135,8736000
2000-06-29,8.396563529968262,8.689466908920643,8.067047228646834,8.10366015101588,19946400
2000-06-30,8.372153282165527,8.591830773534301,8.359948977089484,8.396561892317614,8524000
2000-07-03,8.597933769226074,8.597933769226074,8.329439054484617,8.341643359700138,4158400
2000-07-05,8.689468383789062,8.781001450139453,8.543016669455538,8.622345426278136,7004800
2000-07-06,8.957962989807129,8.97627019857468,8.50030213780836,8.518607856792066,13102400
2000-07-07,8.7626953125,8.927454256164662,8.652856513318245,8.884738422701949,12748000
2000-07-10,8.53081226348877,8.707775494533184,8.42097347898033,8.689468285556515,6252800
2000-07-11,8.561320304870605,8.713873365395566,8.518604494462332,8.53080879889566,8452000
2000-07-12,8.71388053894043,8.817617956915296,8.536918723868196,8.561327352828812,13590400
2000-07-13,8.372153282165527,8.701669519218688,8.323336061861355,8.616239383686388,9004000
2000-07-14,8.25011157989502,8.44538049302863,8.128068509186512,8.372154650603525,11498400
2000-07-17,8.488100051879883,8.549121614115597,8.189093652032769,8.250115214268483,8053600
2000-07-18,8.128074645996094,8.23181207931332,7.969418534287461,8.103666013425535,18284000
2000-07-19,8.195195198059082,8.323339712673052,8.17688798752338,8.250113850098215,5704800
2000-07-20,8.286726951599121,8.329442783870508,8.067049359362326,8.201296776840367,4423200
2000-07-21,8.298930168151855,8.39656464071835,8.213500004656176,8.384360331647537,3734400
2000-07-24,8.036540031433105,8.305034889905244,7.987722784438171,8.250114742143868,5619200
2000-07-25,7.688717842102051,8.048745851029201,7.688717842102051,8.03654153699412,10554400
2000-07-26,7.633800506591797,7.804660932912808,7.62769760361656,7.6887191844454925,11900800
2000-07-27,7.9938225746154785,8.067048430260812,7.65210191493726,7.65210191493726,11498400
2000-07-28,7.926702976226807,8.048746120666138,7.896191445224734,7.987724548446472,4742400
2000-07-31,7.9877238273620605,8.15248131258959,7.926702260651061,7.963315200677661,5440000
2000-08-01,8.146374702453613,8.207396230225612,7.938901508028815,7.938901508028815,3895200
2000-08-02,8.164685249328613,8.274524064342003,7.987723458921401,8.054846434315223,9508800
2000-08-03,8.292829513549805,8.298930923748816,7.993823169199228,8.079253340473112,12517600
2000-08-04,8.561320304870605,8.591830321062295,8.347744232395753,8.347744232395753,9188000
2000-08-07,8.585731506347656,8.738284612938672,8.585731506347656,8.616241531752378,6219200
2000-08-08,8.4941987991333,8.658957710387684,8.481994490513856,8.640650502566633,6905600
2000-08-09,8.579630851745605,8.604039474367926,8.347748936833561,8.494200672567484,6224800
2000-08-10,8.628445625305176,8.658957139734865,8.475892522507738,8.567424086229467,4545600
2000-08-11,9.006780624389648,9.03118924396794,8.579629781769544,8.579629781769544,11681600
2000-08-14,9.128823280334473,9.21425344472263,9.031188806748007,9.031188806748007,7801600
2000-08-15,9.086109161376953,9.104414880722393,8.988474685444272,9.043393333264468,5898400
2000-08-16,9.000676155090332,9.11661631378763,8.945756034814368,9.11661631378763,3748800
2000-08-17,9.061699867248535,9.238661596799982,8.95186109000785,8.95186109000785,4786400
2000-08-18,8.921351432800293,9.067803166307273,8.811512632670057,9.067803166307273,8038400
2000-08-21,8.964065551757812,9.02508709571197,8.896941108516344,8.921349726098008,4527200
2000-08-22,9.128823280334473,9.189844826326013,8.957962951558159,8.957962951558159,4323200
2000-08-23,8.921351432800293,9.122723311264428,8.86643277762721,9.1166204108096,5681600
2000-08-24,8.909148216247559,9.012885618452158,8.884739590997565,8.945761154122549,4443200
2000-08-25,8.7626953125,8.909147044742339,8.71387806841922,8.890841323104077,8910400
2000-08-28,8.787101745605469,8.872531901465521,8.762693129645454,8.787101745605469,4236000
2000-08-29,8.86032772064209,8.988473701163066,8.817613386990905,8.823714796176626,4428000
2000-08-30,8.848124504089355,8.884737433071795,8.787102955785292,8.860328813750169,4172800
2000-08-31,9.227983474731445,9.36070533988298,8.829818624168773,8.835920033996452,6971200
2000-09-01,9.17153549194336,9.324088551892913,9.116615377308909,9.275271334343737,4242400
2000-09-05,9.214250564575195,9.263067786109369,9.02508457602196,9.177637648424566,3391200
2000-09-06,9.03118896484375,9.15323205896326,9.03118896484375,9.080006202491553,6530400
2000-09-07,8.964065551757812,9.0739043308753,8.945758343679671,9.031188505215493,4832800
